,CurrentDensity,StepDirection,error
0,1200,up,-0.0011093616485595703
1,1200,up,-0.0011093616485595703
2,1200,up,-0.0011093616485595703
3,1200,up,0.0018295049667358398
4,1200,up,0.0018295049667358398
5,1200,up,0.0018295049667358398
6,1200,up,0.0018295049667358398
7,1200,up,0.0018295049667358398
8,1200,up,0.0016924142837524414
9,1200,up,0.0016924142837524414
10,1200,up,0.0016924142837524414
11,1200,up,0.0016924142837524414
12,1200,up,0.0016924142837524414
13,1200,up,0.003548860549926758
14,1200,up,0.003548860549926758
15,1200,up,0.003548860549926758
16,1200,up,0.003548860549926758
17,1200,up,0.003548860549926758
18,1200,up,0.002342700958251953
19,1200,up,0.002342700958251953
20,1200,up,0.002342700958251953
21,1200,up,0.002342700958251953
22,1200,up,0.002342700958251953
23,1200,up,0.0012062788009643555
24,1200,up,0.0012062788009643555
25,1200,up,0.0012062788009643555
26,1200,up,0.0012062788009643555
27,1200,up,0.0012062788009643555
28,1200,up,-0.0015468597412109375
29,1200,up,-0.0015468597412109375
30,1200,up,-0.0015468597412109375
31,1200,up,-0.0015468597412109375
32,1200,up,-0.0015468597412109375
33,1200,up,0.0016196966171264648
34,1200,up,0.0016196966171264648
35,1200,up,0.0016196966171264648
36,1200,up,0.0016196966171264648
37,1200,up,0.0016196966171264648
38,1200,up,0.0002779960632324219
39,1200,up,0.0002779960632324219
40,1200,up,0.0002779960632324219
41,1200,up,0.0002779960632324219
42,1200,up,0.0002779960632324219
43,1200,up,0.0018684864044189453
44,1200,up,0.0018684864044189453
45,1200,up,0.0018684864044189453
46,1200,up,0.0018684864044189453
47,1200,up,0.0018684864044189453
48,1200,up,-0.0010552406311035156
49,1200,up,-0.0010552406311035156
50,1200,up,-0.0010552406311035156
51,1500,up,0.0003426074981689453
52,1500,up,0.0003426074981689453
53,1500,up,-0.00011742115020751953
54,1500,up,-0.00011742115020751953
55,1500,up,-0.00011742115020751953
56,1500,up,-0.00011742115020751953
57,1500,up,-0.00011742115020751953
58,1500,up,0.0003712177276611328
59,1500,up,0.0003712177276611328
60,1500,up,0.0003712177276611328
61,1500,up,0.0003712177276611328
62,1500,up,0.0003712177276611328
63,1500,up,0.00035941600799560547
64,1500,up,0.00035941600799560547
65,1500,up,0.00035941600799560547
66,1500,up,0.00035941600799560547
67,1500,up,0.00035941600799560547
68,1500,up,-0.0001367330551147461
69,1500,up,-0.0001367330551147461
70,1500,up,-0.0001367330551147461
71,1500,up,-0.0001367330551147461
72,1500,up,-0.0001367330551147461
73,1500,up,-0.0003972053527832031
74,1500,up,-0.0003972053527832031
75,1500,up,-0.0003972053527832031
76,1500,up,-0.0003972053527832031
77,1500,up,-0.0003972053527832031
78,1500,up,-0.0016455650329589844
79,1500,up,-0.0016455650329589844
80,1500,up,-0.0016455650329589844
81,1500,up,-0.0016455650329589844
82,1500,up,-0.0016455650329589844
83,1500,up,-0.0003656148910522461
84,1500,up,-0.0003656148910522461
85,1500,up,-0.0003656148910522461
86,1500,up,-0.0003656148910522461
87,1500,up,-0.0003656148910522461
88,1500,up,-0.0006185770034790039
89,1500,up,-0.0006185770034790039
90,1500,up,-0.0006185770034790039
91,1500,up,-0.0006185770034790039
92,1500,up,-0.0006185770034790039
93,1500,up,-0.0018057823181152344
94,1500,up,-0.0018057823181152344
95,1500,up,-0.0018057823181152344
96,1500,up,-0.0018057823181152344
97,1500,up,-0.0018057823181152344
98,1500,up,0.0024033784866333008
99,1500,up,0.0024033784866333008
100,1500,up,0.0024033784866333008
101,1500,up,0.0024033784866333008
102,1900,up,0.0010908842086791992
103,1900,up,0.0010908842086791992
104,1900,up,0.0010908842086791992
105,1900,up,-0.0010025501251220703
106,1900,up,-0.0010025501251220703
107,1900,up,-0.0010025501251220703
108,1900,up,-0.0010025501251220703
109,1900,up,-0.0010025501251220703
110,1900,up,-0.0005855560302734375
111,1900,up,-0.0005855560302734375
112,1900,up,-0.0005855560302734375
113,1900,up,-0.0005855560302734375
114,1900,up,-0.0005855560302734375
115,1900,up,-0.0024427175521850586
116,1900,up,-0.0024427175521850586
117,1900,up,-0.0024427175521850586
118,1900,up,-0.0024427175521850586
119,1900,up,-0.0024427175521850586
120,1900,up,-0.003170609474182129
121,1900,up,-0.003170609474182129
122,1900,up,-0.003170609474182129
123,1900,up,-0.003170609474182129
124,1900,up,-0.003170609474182129
125,1900,up,-0.0022678375244140625
126,1900,up,-0.0022678375244140625
127,1900,up,-0.0022678375244140625
128,1900,up,-0.0022678375244140625
129,1900,up,-0.0022678375244140625
130,1900,up,-0.002825498580932617
131,1900,up,-0.002825498580932617
132,1900,up,-0.002825498580932617
133,1900,up,-0.002825498580932617
134,1900,up,-0.002825498580932617
135,1900,up,-0.00012671947479248047
136,1900,up,-0.00012671947479248047
137,1900,up,-0.00012671947479248047
138,1900,up,-0.00012671947479248047
139,1900,up,-0.00012671947479248047
140,1900,up,-0.0012919902801513672
141,1900,up,-0.0012919902801513672
142,1900,up,-0.0012919902801513672
143,1900,up,-0.0012919902801513672
144,1900,up,-0.0012919902801513672
145,1900,up,-0.0027581453323364258
146,1900,up,-0.0027581453323364258
147,1900,up,-0.0027581453323364258
148,1900,up,-0.0027581453323364258
149,1900,up,-0.0027581453323364258
150,1900,up,-0.0038187503814697266
151,1900,up,-0.0038187503814697266
152,1900,up,-0.0038187503814697266
153,2250,up,-0.0025625228881835938
154,2250,up,-0.0025625228881835938
155,2250,up,-0.0025625228881835938
156,2250,up,-0.0025625228881835938
157,2250,up,-0.0022945404052734375
158,2250,up,-0.0022945404052734375
159,2250,up,-0.0022945404052734375
160,2250,up,-0.0022945404052734375
161,2250,up,-0.0022945404052734375
162,2250,up,-0.003268718719482422
163,2250,up,-0.003268718719482422
164,2250,up,-0.003268718719482422
165,2250,up,-0.003268718719482422
166,2250,up,-0.003268718719482422
167,2250,up,-0.005762219429016113
168,2250,up,-0.005762219429016113
169,2250,up,-0.005762219429016113
170,2250,up,-0.005762219429016113
171,2250,up,-0.005762219429016113
172,2250,up,-0.001562952995300293
173,2250,up,-0.001562952995300293
174,2250,up,-0.001562952995300293
175,2250,up,-0.001562952995300293
176,2250,up,-0.001562952995300293
177,2250,up,-0.0060024261474609375
178,2250,up,-0.0060024261474609375
179,2250,up,-0.0060024261474609375
180,2250,up,-0.0060024261474609375
181,2250,up,-0.0060024261474609375
182,2250,up,-0.004127383232116699
183,2250,up,-0.004127383232116699
184,2250,up,-0.004127383232116699
185,2250,up,-0.004127383232116699
186,2250,up,-0.004127383232116699
187,2250,up,-0.003733515739440918
188,2250,up,-0.003733515739440918
189,2250,up,-0.003733515739440918
190,2250,up,-0.003733515739440918
191,2250,up,-0.003733515739440918
192,2250,up,-0.005894184112548828
193,2250,up,-0.005894184112548828
194,2250,up,-0.005894184112548828
195,2250,up,-0.005894184112548828
196,2250,up,-0.005894184112548828
197,2250,up,-0.005784511566162109
198,2250,up,-0.005784511566162109
199,2250,up,-0.005784511566162109
200,2250,up,-0.005784511566162109
201,2250,up,-0.005784511566162109
202,2250,up,-0.005174040794372559
203,2250,up,-0.005174040794372559
204,2600,up,0.0035403966903686523
205,2600,up,0.003992676734924316
206,2600,up,0.003992676734924316
207,2600,up,0.003992676734924316
208,2600,up,0.003992676734924316
209,2600,up,0.003992676734924316
210,2600,up,0.003501415252685547
211,2600,up,0.003501415252685547
212,2600,up,0.003501415252685547
213,2600,up,0.003501415252685547
214,2600,up,0.003501415252685547
215,2600,up,0.003016233444213867
216,2600,up,0.003016233444213867
217,2600,up,0.003016233444213867
218,2600,up,0.003016233444213867
219,2600,up,0.003016233444213867
220,2600,up,0.0045729875564575195
221,2600,up,0.0045729875564575195
222,2600,up,0.0045729875564575195
223,2600,up,0.0045729875564575195
224,2600,up,0.0045729875564575195
225,2600,up,0.0024750232696533203
226,2600,up,0.0024750232696533203
227,2600,up,0.0024750232696533203
228,2600,up,0.0024750232696533203
229,2600,up,0.0024750232696533203
230,2600,up,-0.0006153583526611328
231,2600,up,-0.0006153583526611328
232,2600,up,-0.0006153583526611328
233,2600,up,-0.0006153583526611328
234,2600,up,-0.0006153583526611328
235,2600,up,0.0002684593200683594
236,2600,up,0.0002684593200683594
237,2600,up,0.0002684593200683594
238,2600,up,0.0002684593200683594
239,2600,up,0.0002684593200683594
240,2600,up,0.0015861988067626953
241,2600,up,0.0015861988067626953
242,2600,up,0.0015861988067626953
243,2600,up,0.0015861988067626953
244,2600,up,0.0015861988067626953
245,2600,up,0.0003581047058105469
246,2600,up,0.0003581047058105469
247,2600,up,0.0003581047058105469
248,2600,up,0.0003581047058105469
249,2600,up,0.0003581047058105469
250,2600,up,-0.002019524574279785
251,2600,up,-0.002019524574279785
252,2600,up,-0.002019524574279785
253,2600,up,-0.002019524574279785
254,2600,up,-0.002019524574279785
255,2950,up,0.010815620422363281
256,2950,up,0.010815620422363281
257,2950,up,0.010815620422363281
258,2950,up,0.010815620422363281
259,2950,up,0.010014891624450684
260,2950,up,0.010014891624450684
261,2950,up,0.010014891624450684
262,2950,up,0.010014891624450684
263,2950,up,0.010014891624450684
264,2950,up,0.012543559074401855
265,2950,up,0.012543559074401855
266,2950,up,0.012543559074401855
267,2950,up,0.012543559074401855
268,2950,up,0.012543559074401855
269,2950,up,0.012361407279968262
270,2950,up,0.012361407279968262
271,2950,up,0.012361407279968262
272,2950,up,0.012361407279968262
273,2950,up,0.012361407279968262
274,2950,up,0.012769818305969238
275,2950,up,0.012769818305969238
276,2950,up,0.012769818305969238
277,2950,up,0.012769818305969238
278,2950,up,0.012769818305969238
279,2950,up,0.011103391647338867
280,2950,up,0.011103391647338867
281,2950,up,0.011103391647338867
282,2950,up,0.011103391647338867
283,2950,up,0.011103391647338867
284,2950,up,0.009965658187866211
285,2950,up,0.009965658187866211
286,2950,up,0.009965658187866211
287,2950,up,0.009965658187866211
288,2950,up,0.009965658187866211
289,2950,up,0.010069012641906738
290,2950,up,0.010069012641906738
291,2950,up,0.010069012641906738
292,2950,up,0.010069012641906738
293,2950,up,0.010069012641906738
294,2950,up,0.011560201644897461
295,2950,up,0.011560201644897461
296,2950,up,0.011560201644897461
297,2950,up,0.011560201644897461
298,2950,up,0.011560201644897461
299,2950,up,0.007975339889526367
300,2950,up,0.007975339889526367
301,2950,up,0.007975339889526367
302,2950,up,0.007975339889526367
303,2950,up,0.007975339889526367
304,2950,up,0.006724834442138672
305,2950,up,0.006724834442138672
306,3300,up,0.018460512161254883
307,3300,up,0.018460512161254883
308,3300,up,0.018460512161254883
309,3300,up,0.018460512161254883
310,3300,up,0.018460512161254883
311,3300,up,0.01866614818572998
312,3300,up,0.01866614818572998
313,3300,up,0.01866614818572998
314,3300,up,0.01866614818572998
315,3300,up,0.01866614818572998
316,3300,up,0.01748669147491455
317,3300,up,0.01748669147491455
318,3300,up,0.01748669147491455
319,3300,up,0.01748669147491455
320,3300,up,0.01748669147491455
321,3300,up,0.01650071144104004
322,3300,up,0.01650071144104004
323,3300,up,0.01650071144104004
324,3300,up,0.01650071144104004
325,3300,up,0.01650071144104004
326,3300,up,0.017273545265197754
327,3300,up,0.017273545265197754
328,3300,up,0.017273545265197754
329,3300,up,0.017273545265197754
330,3300,up,0.017273545265197754
331,3300,up,0.018346071243286133
332,3300,up,0.018346071243286133
333,3300,up,0.018346071243286133
334,3300,up,0.018346071243286133
335,3300,up,0.018346071243286133
336,3300,up,0.01638162136077881
337,3300,up,0.01638162136077881
338,3300,up,0.01638162136077881
339,3300,up,0.01638162136077881
340,3300,up,0.01638162136077881
341,3300,up,0.018442511558532715
342,3300,up,0.018442511558532715
343,3300,up,0.018442511558532715
344,3300,up,0.018442511558532715
345,3300,up,0.018442511558532715
346,3300,up,0.01615583896636963
347,3300,up,0.01615583896636963
348,3300,up,0.01615583896636963
349,3300,up,0.01615583896636963
350,3300,up,0.01615583896636963
351,3300,up,0.013454556465148926
352,3300,up,0.013454556465148926
353,3300,up,0.013454556465148926
354,3300,up,0.013454556465148926
355,3300,up,0.013454556465148926
356,3300,up,0.015260577201843262
357,3650,up,0.014559507369995117
358,3650,up,0.014559507369995117
359,3650,up,0.013237714767456055
360,3650,up,0.013237714767456055
361,3650,up,0.013237714767456055
362,3650,up,0.013237714767456055
363,3650,up,0.013237714767456055
364,3650,up,0.01767110824584961
365,3650,up,0.01767110824584961
366,3650,up,0.01767110824584961
367,3650,up,0.01767110824584961
368,3650,up,0.01767110824584961
369,3650,up,0.016332030296325684
370,3650,up,0.016332030296325684
371,3650,up,0.016332030296325684
372,3650,up,0.016332030296325684
373,3650,up,0.016332030296325684
374,3650,up,0.013224124908447266
375,3650,up,0.013224124908447266
376,3650,up,0.013224124908447266
377,3650,up,0.013224124908447266
378,3650,up,0.013224124908447266
379,3650,up,0.013495564460754395
380,3650,up,0.013495564460754395
381,3650,up,0.013495564460754395
382,3650,up,0.013495564460754395
383,3650,up,0.013495564460754395
384,3650,up,0.011667609214782715
385,3650,up,0.011667609214782715
386,3650,up,0.011667609214782715
387,3650,up,0.011667609214782715
388,3650,up,0.011667609214782715
389,3650,up,0.015839099884033203
390,3650,up,0.015839099884033203
391,3650,up,0.015839099884033203
392,3650,up,0.015839099884033203
393,3650,up,0.015839099884033203
394,3650,up,0.01404428482055664
395,3650,up,0.01404428482055664
396,3650,up,0.01404428482055664
397,3650,up,0.01404428482055664
398,3650,up,0.01404428482055664
399,3650,up,0.015394449234008789
400,3650,up,0.015394449234008789
401,3650,up,0.015394449234008789
402,3650,up,0.015394449234008789
403,3650,up,0.015394449234008789
404,3650,up,0.011893391609191895
405,3650,up,0.011893391609191895
406,3650,up,0.011893391609191895
407,3650,up,0.011893391609191895
408,4000,up,0.014521121978759766
409,4000,up,0.014521121978759766
410,4000,up,0.015653610229492188
411,4000,up,0.015653610229492188
412,4000,up,0.015653610229492188
413,4000,up,0.015653610229492188
414,4000,up,0.015653610229492188
415,4000,up,0.016423463821411133
416,4000,up,0.016423463821411133
417,4000,up,0.016423463821411133
418,4000,up,0.016423463821411133
419,4000,up,0.016423463821411133
420,4000,up,0.014983177185058594
421,4000,up,0.014983177185058594
422,4000,up,0.014983177185058594
423,4000,up,0.014983177185058594
424,4000,up,0.014983177185058594
425,4000,up,0.013477563858032227
426,4000,up,0.013477563858032227
427,4000,up,0.013477563858032227
428,4000,up,0.013477563858032227
429,4000,up,0.013477563858032227
430,4000,up,0.013839483261108398
431,4000,up,0.013839483261108398
432,4000,up,0.013839483261108398
433,4000,up,0.013839483261108398
434,4000,up,0.013839483261108398
435,4000,up,0.01170802116394043
436,4000,up,0.01170802116394043
437,4000,up,0.01170802116394043
438,4000,up,0.01170802116394043
439,4000,up,0.01170802116394043
440,4000,up,0.013830900192260742
441,4000,up,0.013830900192260742
442,4000,up,0.013830900192260742
443,4000,up,0.013830900192260742
444,4000,up,0.013830900192260742
445,4000,up,0.011577606201171875
446,4000,up,0.011577606201171875
447,4000,up,0.011577606201171875
448,4000,up,0.011577606201171875
449,4000,up,0.011577606201171875
450,4000,up,0.012676715850830078
451,4000,up,0.012676715850830078
452,4000,up,0.012676715850830078
453,4000,up,0.012676715850830078
454,4000,up,0.012676715850830078
455,4000,up,0.011075019836425781
456,4000,up,0.011075019836425781
457,4000,up,0.011075019836425781
458,4000,up,0.011075019836425781
