,file,1,2,3,4,5
0,TJ-20210924.csv,3.5158928677128186e-06,-0.0019092553822316614,0.017922221754439402,-0.016258422243121268,8.155688214601074e-05
1,TJ-20211001.csv,1.8170321562273608e-05,-0.002703822135427487,0.020377005066493366,-0.01737876325467615,-0.001029902785670534
2,TJ-20211007.csv,3.9955406646756056e-05,-0.05302482946958822,0.015464532027572572,0.029182953456125208,-0.0028626552015952184
3,TJ-20211014.csv,1.6539740472437684e-05,-0.0017847936168178457,0.012637640731490806,-0.01300807308990065,-0.0007664689746841877
4,TJ-20211029.csv,2.377723328633048e-05,-0.005086943520708527,0.01586421621155724,-0.011549065221453573,-0.001336005526464506
5,TJ-20211111.csv,1.6999307674597047e-05,-0.002238996466317292,0.00673788361613056,-0.007763844357821146,-0.0008604925279049012
6,TJ-20211123.csv,6.259805105892147e-06,-0.0005297831901942143,0.014105619013637731,-0.014423764195479362,-0.00010058994581610848
7,TJ-20211125.csv,1.1593810535847233e-05,-0.0006610881684402139,0.018259806662170884,-0.01845947607347783,-0.0004786149872390698
8,TJ-20211126.csv,1.04838173945933e-06,-0.0003810176497683669,0.00973293651476106,-0.011746251542808358,0.0002704566151170317
9,TJ-20211129.csv,6.873861832695347e-06,-0.0008114306435783365,0.011724711202493944,-0.012650766142171336,-0.00011978124189435655
10,TJ-20211130.csv,1.0015421255776179e-05,-0.000810799531853049,0.009388291827852226,-0.00946512240070523,-0.0004943876639189506
11,TJ-20211202.csv,5.226776558397587e-06,-0.0012918747758089274,0.0169789329425833,-0.017112020322678764,-3.158480993953046e-05
